video_name,model,gpu time,frame rate,f1
park_0,faster_rcnn_resnet101,0.2913529545973078,0.2913529545973078,0.9329608938547486
park_1,faster_rcnn_resnet101,0.26964844367198615,0.26964844367198615,0.89571201694018
park_2,faster_rcnn_resnet101,0.2927713037144939,0.2927713037144939,0.9001536098310292
park_3,faster_rcnn_resnet101,0.31753285543608123,0.31753285543608123,0.9117647058823529
park_4,faster_rcnn_resnet101,0.2533481894150415,0.2533481894150415,0.9022892238972642
park_5,faster_rcnn_resnet101,0.2791485978606533,0.2791485978606533,0.898876404494382
park_6,faster_rcnn_resnet101,0.32244655822820767,0.32244655822820767,0.9028006589785832
park_7,faster_rcnn_resnet101,0.3260682128788488,0.32606821287884885,0.9001264222503161
park_8,faster_rcnn_resnet101,0.6547654320987653,0.6547654320987651,0.8979591836734693
park_9,faster_rcnn_resnet101,0.2991547045700943,0.2991547045700943,0.8943191311612363
park_10,faster_rcnn_resnet101,0.2106838709677416,0.21068387096774163,0.8796296296296297
park_11,faster_rcnn_resnet101,0.2938190808609652,0.2938190808609652,0.9149797570850202
park_12,faster_rcnn_resnet101,0.3226512408729597,0.3226512408729597,0.8976958525345622
park_13,faster_rcnn_resnet101,0.3067449355432778,0.3067449355432778,0.9058116232464931
park_14,faster_rcnn_resnet101,0.29541666666666666,0.2954166666666667,0.8893905191873589
park_15,faster_rcnn_resnet101,0.3030011176568898,0.3030011176568898,0.8914209115281501
park_16,faster_rcnn_resnet101,0.2395873650539784,0.23958736505397837,0.9016949152542374
park_17,faster_rcnn_resnet101,0.30438956949191603,0.30438956949191603,0.8945969884853854
park_18,faster_rcnn_resnet101,0.33118143459915605,0.33118143459915605,0.8787878787878789
park_19,faster_rcnn_resnet101,0.29031287605294825,0.29031287605294825,0.9049773755656109
park_20,faster_rcnn_resnet101,0.32006535947712417,0.32006535947712417,0.9035532994923858
park_21,faster_rcnn_resnet101,0.3042805281992134,0.3042805281992134,0.9083333333333333
park_22,faster_rcnn_resnet101,0.32711092715231793,0.3271109271523179,0.9024390243902439
park_23,faster_rcnn_resnet101,0.27728190630048455,0.2772819063004846,0.9001297016861219
park_24,faster_rcnn_resnet101,0.24744158878504668,0.24744158878504668,0.926605504587156
park_25,faster_rcnn_resnet101,0.22201704148624113,0.22201704148624113,0.9020044543429844
park_26,faster_rcnn_resnet101,0.22350983358547663,0.22350983358547663,0.8970976253298153
park_27,faster_rcnn_resnet101,0.28669974199742015,0.2866997419974202,0.8986615678776291
park_28,faster_rcnn_resnet101,0.22436357024106393,0.22436357024106393,0.910828025477707
park_29,faster_rcnn_resnet101,0.22177739920499726,0.22177739920499728,0.9063360881542699
park_30,faster_rcnn_resnet101,0.2478133074935401,0.2478133074935401,0.9016152716593245
park_31,faster_rcnn_resnet101,0.23339080459770117,0.23339080459770117,0.9053356282271945
park_32,faster_rcnn_resnet101,0.308600397050482,0.3086003970504819,0.8975951225019758
park_33,faster_rcnn_resnet101,0.2141757047517601,0.21417570475176007,0.9028164310364022
park_34,faster_rcnn_resnet101,0.16609486017265668,0.16609486017265668,0.9112724976318282
park_35,faster_rcnn_resnet101,0.46702465287616896,0.46702465287616896,0.9061413673232909
park_36,faster_rcnn_resnet101,0.19040843214756253,0.1904084321475625,0.9300225733634311
park_37,faster_rcnn_resnet101,0.28581987118572494,0.285819871185725,0.8970099667774085
park_38,faster_rcnn_resnet101,0.27291666666666664,0.27291666666666664,0.8780487804878049
