Video_name,object count median,object count avg,object count mode,object count var,object count std,object count skewness,object count kurtosis,object count second_moment,object count percentile10,object count percentile25,object count percentile75,object count percentile90,object count iqr,object count entropy,object area median,object area avg,object area mode,object area var,object area std,object area skewness,object area kurtosis,object area second_moment,object area percentile10,object area percentile25,object area percentile75,object area percentile90,object area iqr,object area entropy,arrival rate median,arrival rate avg,arrival rate mode,arrival rate var,arrival rate std,arrival rate skewness,arrival rate kurtosis,arrival rate second_moment,arrival rate percentile10,arrival rate percentile25,arrival rate percentile75,arrival rate percentile90,arrival rate iqr,arrival rate entropy,velocity median,velocity avg,velocity mode,velocity var,velocity std,velocity skewness,velocity kurtosis,velocity second_moment,velocity percentile10,velocity percentile25,velocity percentile75,velocity percentile90,velocity iqr,velocity entropy,total area median,total area avg,total area mode,total area var,total area std,total area skewness,total area kurtosis,total area second_moment,total area percentile10,total area percentile25,total area percentile75,total area percentile90,total area iqr,total area entropy,percent_of_frame_w_object,percent_of_frame_w_new_object,nb_distinct_classes
motorway_0,11.0,11.341666666666667,11,2.4749305555555554,1.5731912012071372,-0.01755609088224837,-0.20753355885874392,2.4749305555555554,9.0,10.0,12.0,13.0,2.0,6.569534420021009,0.015874565972222223,0.018495391364856315,0.01244140625,0.00010345889972831897,0.010171474805961964,1.0455131440353749,1.0803493751115614,0.00010345889972831897,0.007446831597222222,0.011298828125,0.02408447265625,0.033538411458333334,0.012785644531250001,8.86531053529531,5.0,5.204166666666667,6,7.104149305555556,2.665361008485634,0.7505117197699912,1.211071613482507,7.104149305555556,2.0,3.0,7.0,8.0,4.0,6.445648686965522,1.467786358846721,1.4910839233750093,1.4186046511627908,0.05232222421334785,0.22874051720967112,3.650900151217015,37.2375333264629,0.05232222421334785,1.2535301907772267,1.3682152071952962,1.5826863137145715,1.7238632671380738,0.21447110651927526,8.93638389112809,0.1974419487847222,0.19291365861304013,0.19658528645833334,0.0016097269412628163,0.04012140253359566,-0.4336091186493481,0.13648026889042786,0.0016097269412628163,0.13714453125,0.1721099175347222,0.2173220486111111,0.24348752170138888,0.045212131076388884,6.556379474708786,1.0,0.19583333333333333,1
motorway_1,9.0,9.0375,10,11.986093749999998,3.462093838993969,0.19874566266388854,-0.5392124381645416,11.986093749999998,4.0,6.0,11.0,14.0,5.0,6.50317398823255,0.014849175347222222,0.01710997681583295,0.010572916666666666,0.00010365800568914603,0.010181257569138796,2.4996924081929235,21.35075221879125,0.00010365800568914603,0.006744791666666666,0.00993923611111111,0.022374131944444445,0.031015842013888902,0.012434895833333334,8.62638628343903,4.0,4.2972222222222225,4,3.6894367283950613,1.9207906518918352,0.38657990137285736,-0.043720210318686004,3.6894367283950613,2.0,3.0,6.0,7.0,3.0,6.474414184467637,1.4776376907763769,1.4962505329606612,1.5,0.05259609014868996,0.22933837478426927,5.366486280245753,110.52188871209918,0.05259609014868996,1.254469388733665,1.3372616531330803,1.6215722341568206,1.7499542710810316,0.2843105810237403,8.709447465746642,0.14477322048611113,0.148081901644483,0.18252604166666667,0.004603601828101123,0.06784984766453882,0.1585347898733462,-1.0531608731901494,0.004603601828101123,0.06390353732638888,0.08562825520833334,0.19722954644097224,0.24655577256944444,0.1116012912326389,6.468643238789332,1.0,0.16527777777777777,1
motorway_2,9.0,8.527777777777779,11,12.618672839506173,3.552277134389457,-0.3799693100262216,-0.858120036783196,12.618672839506173,3.0,6.0,11.0,13.0,5.0,6.478988287907501,0.014500325520833333,0.016546597370668204,0.01103515625,7.839263932810275e-05,0.008853961787138159,1.2260118120467929,5.397123562352222,7.839263932810275e-05,0.0065167100694444435,0.010104166666666666,0.022035590277777777,0.02913292100694445,0.011931423611111111,8.58707927436702,4.0,4.298611111111111,3,2.959442515432099,1.720303030117688,0.0204572060515639,-0.8497057495171787,2.959442515432099,2.0,3.0,6.0,7.0,3.0,6.493012070040742,1.4127157035653768,1.459222545265068,1.346153846153846,0.05209525735264918,0.22824385501618477,6.4183817090133335,127.63942415781466,0.05209525735264918,1.2580624572740808,1.3194280981340913,1.5548633168445716,1.6975036625067823,0.23543521871048023,8.64866540723892,0.14637749565972222,0.13344039201147762,0.010082465277777777,0.003888488675501991,0.06235774751786654,-0.15747627537426798,-0.8462861297048798,0.003888488675501991,0.04068446180555556,0.08493787977430556,0.17717041015625,0.2142289496527778,0.09223253038194446,6.454389176987718,1.0,0.16527777777777777,1
motorway_3,7.0,7.381944444444445,7,4.813840663580247,2.194046641158808,-0.15760899924314947,-0.4358965918639206,4.813840663580247,5.0,6.0,9.0,10.0,3.0,6.532233654656775,0.015757378472222222,0.018241514001580958,0.010980902777777777,0.00013354137185828726,0.011556010205009654,2.9187629030362525,18.932570819701493,0.00013354137185828726,0.006917317708333333,0.010797526041666667,0.023673502604166667,0.03206076388888889,0.0128759765625,8.413303648011409,4.0,3.8055555555555554,3,2.528858024691358,1.5902383546787437,0.36795868659965614,-0.6973383746012218,2.528858024691358,2.0,3.0,5.0,6.0,2.0,6.4904543229863245,1.4734716343177978,1.5011634480073857,1.3478260869565217,0.04604069073225053,0.21457094568522211,1.751251467020705,9.097053920181388,0.04604069073225053,1.270173611496406,1.342894358945796,1.617754054906373,1.7552082540365972,0.2748596959605769,8.505553446215782,0.12752115885416665,0.12785901933834876,0.08830620659722223,0.0021750005983427302,0.04663690168035105,0.34454354101748064,-0.00961871801009817,0.0021750005983427302,0.0669513888888889,0.09064100477430556,0.1618674045138889,0.1889760199652778,0.07122639973958333,6.511318127222504,1.0,0.15138888888888888,1
motorway_4,10.0,10.356944444444444,10,6.957312885802469,2.637671868486008,0.516935739978727,-0.06040252368078036,6.957312885802469,7.0,9.0,12.0,14.0,3.0,6.547302270223123,0.015635850694444446,0.017444208630639745,0.011256510416666667,8.03109115485696e-05,0.008961635539820262,0.9329949121915451,0.8142273996833826,8.03109115485696e-05,0.007459635416666667,0.0107421875,0.022555338541666668,0.03038650173611112,0.011813151041666668,8.790723103852223,4.0,4.066666666666666,3,3.3344444444444448,1.8260461233069785,0.665065145799646,0.6099009982343988,3.3344444444444448,2.0,3.0,5.0,7.0,2.0,6.476119780478558,1.497754455508555,1.5149503522971097,1.5,0.03518919726098172,0.18758783878754434,1.629457350115558,7.151477659985376,0.03518919726098172,1.308092934295167,1.3840108535973858,1.6090680010702292,1.7261556323383818,0.22505714747284333,8.860553557656475,0.16401258680555555,0.1712904278790509,0.12403754340277778,0.0021519342393540716,0.046388945227867295,0.4515213930352184,-0.6298725745029423,0.0021519342393540716,0.11455859374999999,0.1323822699652778,0.20094645182291665,0.2419982638888889,0.06856418185763885,6.543101162823646,1.0,0.1625,1
motorway_5,13.0,11.370833333333334,14,20.441649305555558,4.521244220959044,-0.6084051439683409,-0.647181033557704,20.441649305555558,4.0,9.0,15.0,16.0,6.0,6.485430243576926,0.014864366319444445,0.01724163180448679,0.010237630208333333,9.367320279813118e-05,0.009678491762569784,1.7323392058060239,6.699232611597594,9.367320279813118e-05,0.007369791666666667,0.010572916666666666,0.02210720486111111,0.030442708333333332,0.011534288194444445,8.870025679738951,4.0,4.6819444444444445,3,5.653007330246913,2.377605377317042,0.2362016345258723,-0.635794115299332,5.653007330246913,2.0,3.0,6.0,8.0,3.0,6.436678718306457,1.4376837759190702,1.4689785106673943,1.3793103448275863,0.037690507133331434,0.1941404314750831,2.3635629037275483,17.093526941807596,0.037690507133331434,1.2709911173445536,1.3329328723556317,1.5743060578661843,1.6909755379424498,0.24137318551055253,8.950665130293206,0.2042035590277778,0.1808461492091049,0.057743055555555554,0.005552343733491085,0.07451405057766679,-0.7461642954722545,-0.493016213819486,0.005552343733491085,0.057352864583333336,0.14830050998263888,0.23094265407986111,0.2563472222222222,0.08264214409722223,6.4741553741810876,1.0,0.18055555555555555,1
motorway_6,10.0,9.9375,10,3.8919270833333335,1.9727967668600164,-0.39387778273952695,0.4373070389353355,3.8919270833333335,7.0,9.0,11.0,12.0,2.0,6.558458929315616,0.01447482638888889,0.016677259552857367,0.011328125,8.59613247464018e-05,0.009271533031079693,1.9935670835638277,18.849227418241128,8.59613247464018e-05,0.007057291666666668,0.010121527777777778,0.021406792534722222,0.029674913194444454,0.011285264756944444,8.736310308563006,4.0,4.555555555555555,3,6.8163580246913575,2.6108155861131515,0.5215605787736404,-0.5206530390818722,6.8163580246913575,2.0,3.0,6.0,9.0,3.0,6.407530013927092,1.4938210246720884,1.5149720996430525,1.4666666666666668,0.05429038449190207,0.23300297099372375,8.314599576476004,265.88414644049215,0.05429038449190207,1.2781462806332684,1.366831217106116,1.6339507344615398,1.7588976784534038,0.2671195173554237,8.81195694565465,0.15431640624999998,0.15906024094569832,0.12505859375,0.0017239594543228185,0.04152059072704552,0.1279358667012451,-0.47368790967569696,0.0017239594543228185,0.10656998697916667,0.12950168185763888,0.19301106770833332,0.2184367404513889,0.06350938585069443,6.544531640298515,1.0,0.16805555555555557,1
motorway_7,12.0,11.581944444444444,12,12.176618441358023,3.4895011737149515,-0.47634725827058905,-0.5589169629777881,12.176618441358023,6.0,9.0,14.0,16.0,5.0,6.529455552030924,0.01595703125,0.018275238592965117,0.01640625,9.451057491271123e-05,0.00972165494721507,1.19485421921999,3.782026357606882,9.451057491271123e-05,0.007618055555555555,0.011362847222222222,0.023760850694444446,0.03244140625,0.012398003472222224,8.89523771149469,4.0,4.801388888888889,4,4.267498070987655,2.065792359117357,1.430423161585307,3.083882060357306,4.267498070987655,3.0,4.0,6.0,7.0,2.0,6.4946298764259796,1.3861230096347998,1.449107305671157,10.0,0.08584178172923286,0.2929876818728611,13.454987474966764,366.9733744932485,0.08584178172923286,1.2354221135372656,1.2952572566303788,1.5558542599390364,1.7126184760081153,0.26059700330865754,8.964642474925585,0.20492730034722223,0.19753914388020835,0.25192816840277776,0.0043964311429534435,0.06630558907779527,-0.444812538346473,-0.35758817203269233,0.0043964311429534435,0.08702886284722222,0.17323486328124998,0.24998291015625,0.27671766493055555,0.076748046875,6.516091732989683,1.0,0.18611111111111112,1
motorway_8,11.0,11.808333333333334,11,11.874374999999999,3.4459215022980425,0.353994540512881,-0.8493206465632213,11.874374999999999,7.0,9.0,14.0,17.0,5.0,6.536882095065188,0.01573025173611111,0.01773166717614646,0.011907552083333333,8.504535301796776e-05,0.009222003742027422,0.9518526501545637,0.7800971503354228,8.504535301796776e-05,0.0075882161458333324,0.010965440538194444,0.022955729166666668,0.030976236979166665,0.011990288628472224,8.919246038436352,4.0,4.470833333333333,4,5.926927083333334,2.4345281028021293,1.2020477778915586,1.5485497801762937,5.926927083333334,2.0,3.0,5.0,7.0,2.0,6.439260847119451,1.4664778859406324,1.4859561903781793,1.4,0.034585169277403925,0.18597088287526067,1.4154078659961873,6.23841452700001,0.034585169277403925,1.2761808772683103,1.3596810171565095,1.581636290292675,1.7107147207709588,0.2219552731361656,8.99260679496938,0.18841254340277777,0.19875723078221452,0.1392849392361111,0.0033497495500617244,0.05787702091557343,0.2912855019752895,-1.2052647161044707,0.0033497495500617244,0.12920529513888887,0.14761555989583336,0.2542502170138889,0.2852043185763889,0.10663465711805553,6.5370117827995164,1.0,0.175,1
motorway_9,18.0,16.59722222222222,18,18.907214506172842,4.348242691728791,-0.48460877729497426,-0.9392462658317418,18.907214506172842,10.0,13.0,20.0,22.0,7.0,6.542484494376904,0.015756293402777777,0.017962399574325896,0.011705729166666666,8.935128419283835e-05,0.009452580821809373,1.5285034580256485,10.421349239737268,8.935128419283835e-05,0.007925238715277777,0.01103515625,0.023426649305555554,0.03137174479166666,0.012391493055555553,9.25994282510064,6.0,5.451388888888889,6,7.467081404320987,2.7325960924221837,0.217570029324046,-0.496260114568694,7.467081404320987,2.0,3.0,7.0,9.0,4.0,6.4417637304386925,1.415775334094624,1.4454494690318282,1.2857142857142856,0.043570151862825,0.2087346446156579,9.53389454793608,306.59714745785544,0.043570151862825,1.2489557781371021,1.3136527357614265,1.546308065422176,1.6674703077844772,0.23265532966074942,9.339519954188699,0.28549750434027776,0.27239494870032793,0.31945095486111114,0.00538207728433745,0.07336264229386405,-0.4386116108566778,-0.7000542259772167,0.00538207728433745,0.1552330729166667,0.2226470269097222,0.32620415581597223,0.3629149305555555,0.10355712890625002,6.540289186963356,1.0,0.19722222222222222,1
