Video_name,object count median,object count avg,object count mode,object count var,object count std,object count skewness,object count kurtosis,object count second_moment,object count percentile10,object count percentile25,object count percentile75,object count percentile90,object count iqr,object count entropy,object area median,object area avg,object area mode,object area var,object area std,object area skewness,object area kurtosis,object area second_moment,object area percentile10,object area percentile25,object area percentile75,object area percentile90,object area iqr,object area entropy,arrival rate median,arrival rate avg,arrival rate mode,arrival rate var,arrival rate std,arrival rate skewness,arrival rate kurtosis,arrival rate second_moment,arrival rate percentile10,arrival rate percentile25,arrival rate percentile75,arrival rate percentile90,arrival rate iqr,arrival rate entropy,velocity median,velocity avg,velocity mode,velocity var,velocity std,velocity skewness,velocity kurtosis,velocity second_moment,velocity percentile10,velocity percentile25,velocity percentile75,velocity percentile90,velocity iqr,velocity entropy,total area median,total area avg,total area mode,total area var,total area std,total area skewness,total area kurtosis,total area second_moment,total area percentile10,total area percentile25,total area percentile75,total area percentile90,total area iqr,total area entropy,percent_of_frame_w_object,percent_of_frame_w_new_object,nb_distinct_classes,avg confidence score
highway_0,5.0,4.502666666666666,5,2.5619928888888888,1.6006226566211315,-0.1326159372050587,-0.5489544170288783,2.5619928888888888,2.0,3.0,6.0,7.0,3.0,6.550848827728265,0.0103515625,0.01628594834748133,0.00408203125,0.00036895158385979836,0.019208112449165805,3.342735066940643,12.6269617849203,0.00036895158385979836,0.004725477430555555,0.006184895833333333,0.01726779513888889,0.030035156250000004,0.011082899305555557,7.699073614911507,3.0,3.1413333333333333,3,2.9453582222222225,1.7162045980075402,0.2076581758903931,-0.5504112719352401,2.9453582222222225,1.0,2.0,4.0,5.0,2.0,6.449615105568688,1.7034517510707985,2.031984242371345,1.151638859306591,0.8980983643482555,0.9476805180799358,2.099393911924229,5.301291027552102,0.8980983643482555,1.2519864502627498,1.4661144578313252,2.1376633986928106,3.4327941668825455,0.6715489408614854,7.938119954954133,0.06215060763888889,0.07066000434027778,0.0,0.0018850293262627684,0.0434169244219667,0.724045899472237,-0.1988897604455424,0.0018850293262627684,0.020130208333333333,0.037206759982638886,0.0996096462673611,0.13758365885416665,0.062402886284722216,6.431491187927057,0.996,0.11466666666666667,3,0.8199224980722535
highway_1,5.0,4.532,3,2.440976,1.5623623139336151,0.18817306619166094,-0.5947013467158566,2.440976,3.0,3.0,6.0,7.0,3.0,6.558981984698596,0.00920138888888889,0.012633594746003726,0.005989583333333334,0.00021365039920284278,0.014616784844925465,6.164664334728072,47.357063287266946,0.00021365039920284278,0.004439236111111112,0.0057280815972222225,0.0152978515625,0.021033420138888897,0.009569769965277777,7.795820488234771,3.0,2.998666666666667,3,2.105331555555556,1.4509760699458678,0.11754932416549284,-0.4598021900344196,2.105331555555556,1.0,2.0,4.0,5.0,2.0,6.486199530372254,1.8095611285266457,2.21974829044632,1.46875,0.9432782692911249,0.9712251383130097,1.4167552401543213,1.59071690967082,0.9432782692911249,1.3977272727272727,1.5711756007893385,2.749251415145927,3.7235217673814165,1.1780758143565886,7.951764906285986,0.050513237847222225,0.055432595486111104,0.005583767361111111,0.0009477151622178822,0.030784982738632193,1.7108034893137576,4.5430977745110335,0.0009477151622178822,0.024345160590277776,0.03573432074652778,0.06833468967013889,0.08888758680555557,0.032600368923611116,6.4827423777104265,1.0,0.116,2,0.8110110078434833
highway_2,5.0,4.781333333333333,5,1.664184888888889,1.290032902250516,-0.3486525240491937,-0.5498993582233394,1.664184888888889,3.0,4.0,6.0,6.0,2.0,6.581133349826439,0.009181315104166667,0.012464229018521102,0.0037239583333333335,0.00016330507381706843,0.012779087362447619,5.00109821098234,33.44793850424989,0.00016330507381706843,0.004368489583333334,0.005729166666666666,0.015269368489583334,0.021148546006944442,0.009540201822916667,7.881580034891849,3.0,3.2933333333333334,3,2.604622222222222,1.6138842034737877,0.5918856557127418,0.2622514404153553,2.604622222222222,1.0,2.0,4.0,5.0,2.0,6.496502971539618,1.7754329004329004,2.1922633678394354,1.3666666666666667,0.999133316700314,0.9995665644169547,1.322858914631817,0.9618418759668832,0.999133316700314,1.3115650064070716,1.496069182389937,2.747863247863248,3.7665889212827985,1.2517940654733108,8.001425640878795,0.05145670572916666,0.057534257812499996,0.02195529513888889,0.001121700886271303,0.03349180326992417,2.023364170740578,5.7277379466079985,0.001121700886271303,0.025028537326388888,0.03535074869791667,0.0693017578125,0.09286393229166667,0.03395100911458333,6.477562320029607,1.0,0.12533333333333332,3,0.8197318844422755
highway_3,5.0,5.5,5,1.7353333333333334,1.3173205127581264,0.2712172611048817,0.039081062676432854,1.7353333333333334,4.0,5.0,6.0,7.0,1.0,6.591139458928174,0.009346788194444445,0.013476587226430976,0.004289279513888889,0.0002421777476974293,0.015562061164814553,4.523989534804284,24.714659421781263,0.0002421777476974293,0.004545355902777778,0.00580078125,0.015460069444444445,0.02166753472222222,0.009659288194444445,7.956832996604972,2.0,2.566666666666667,2,2.2348888888888885,1.494954477196175,0.5918463838034773,0.04979786639047079,2.2348888888888885,1.0,2.0,3.0,5.0,1.0,6.434477068293572,1.340067047134309,1.7549197531021021,1.0303030303030303,1.238631525110988,1.1129382395762075,2.666282988399802,7.471279611937836,1.238631525110988,1.1323069299974668,1.2098824819147804,1.5454689485458748,3.4640875934639923,0.33558646663109437,8.108080264582611,0.06529839409722221,0.07218205873842592,0.03138020833333333,0.0011557751626706829,0.033996693407898994,1.1947314859145755,1.6034423282800105,0.0011557751626706829,0.036256944444444446,0.047119683159722224,0.08825764973958335,0.11538487413194447,0.04113796657986112,6.517909730083494,1.0,0.1,2,0.847601539389091
highway_4,8.0,7.872,8,2.287616,1.5124866941563486,0.10882743325855863,0.11543218759091811,2.287616,6.0,7.0,9.0,10.0,2.0,6.601389320996557,0.010234917534722221,0.01341948130445931,0.007800564236111111,0.0002164138894033465,0.01471101252135102,4.5412396442706795,24.30101457203641,0.0002164138894033465,0.004867513020833334,0.0066015625,0.01432834201388889,0.021350151909722215,0.007726779513888889,8.350997441963056,2.0,2.513333333333333,2,2.6524888888888882,1.6286463363446615,1.1012195616437332,1.2145955143991847,2.6524888888888882,1.0,1.0,3.0,5.0,2.0,6.411711091608579,1.1433333333333333,1.5059718372143382,1.0,0.8685566671347211,0.9319638765181412,2.7566587620672016,8.154335741001084,0.8685566671347211,1.0289041065743336,1.0692959137861946,1.3053981174735028,2.953022261536196,0.23610220368730817,8.491342760232197,0.08860297309027777,0.10123447337962962,0.07010199652777778,0.0015562379372306085,0.03944918170546264,1.9036892696357195,4.318257090450229,0.0015562379372306085,0.06766547309027778,0.07671006944444445,0.10825330946180556,0.16440700954861112,0.03154324001736111,6.554938305855218,1.0,0.1,3,0.8248168658892276
highway_5,5.0,5.093333333333334,4,2.4606222222222223,1.5686370587941056,0.18745575523994812,-0.6787266226337687,2.4606222222222223,3.0,4.0,6.0,7.0,2.0,6.5716656344649,0.010523546006944443,0.01337920989901469,0.011378038194444445,0.00021151400698443277,0.014543521134320697,4.316451982697354,21.277558700120654,0.00021151400698443277,0.004573893229166667,0.0063975694444444444,0.014207356770833334,0.020550672743055557,0.007809787326388889,7.914823863858628,2.0,1.9213333333333333,2,1.2324782222222224,1.1101703572975736,0.0034240680680517263,-0.6548164399098599,1.2324782222222224,0.0,1.0,3.0,3.0,2.0,6.406030199954596,1.3919276920679444,1.7475206410130084,1.0,1.167813071198266,1.0806540016111845,2.597398309943102,7.187788353679464,1.167813071198266,1.0382414648102232,1.1467630421118793,1.7117647058823529,3.344827586206897,0.5650016637704736,8.052810068636546,0.05375217013888889,0.0654568185763889,0.03226128472222222,0.001287450451501584,0.0358810597878823,0.9013503142601855,-0.1528101878081869,0.001287450451501584,0.029787000868055555,0.03819552951388889,0.08257785373263889,0.12353493923611111,0.04438232421875,6.478795780253325,1.0,0.076,2,0.858804285434555
highway_6,4.0,4.236,4,1.5803040000000002,1.2571014278887762,0.14094441338647457,-0.004646663313542909,1.5803040000000002,3.0,3.0,5.0,6.0,2.0,6.574450243360801,0.009930555555555555,0.014489900554768651,0.005078125,0.0002737227671939321,0.01654456911478604,4.300112252021908,23.35278327237499,0.0002737227671939321,0.004583984375,0.006163194444444444,0.016411675347222224,0.02425217013888889,0.01024848090277778,7.689413734526129,3.0,3.056,3,1.4821973333333331,1.2174552695410756,0.09244356013492322,-0.4381879137844624,1.4821973333333331,2.0,2.0,4.0,5.0,2.0,6.533655839866798,1.9359820089955024,2.274031802423059,1.6906249999999998,0.8285205913529964,0.910231064814312,1.151354919961914,1.0234830775386508,0.8285205913529964,1.3436136204259483,1.6438619484491044,2.8241360089186176,3.6634347323835206,1.1802740604695132,7.890988191093289,0.050339084201388884,0.059745846354166667,0.04438693576388889,0.0011218322133507938,0.03349376379791907,1.2869661198439457,1.209060725707789,0.0011218322133507938,0.02516655815972222,0.03828125,0.06909071180555555,0.11528873697916668,0.03080946180555555,6.478975459123326,1.0,0.124,2,0.818286590827825
highway_7,3.0,3.312,3,1.3293226666666667,1.152962560826095,0.46806401915263807,0.8580117469403947,1.3293226666666667,2.0,3.0,4.0,5.0,1.0,6.557705784467293,0.009623480902777778,0.014202680139000716,0.003984375,0.0003180308779705478,0.01783342025441412,5.054944189000221,30.875105630625065,0.0003180308779705478,0.004514973958333333,0.005944010416666667,0.015885416666666666,0.023240234375000002,0.00994140625,7.411573561697601,3.0,2.7826666666666666,3,1.4900995555555556,1.2206963404367015,0.059636883967740265,-0.5828162293622774,1.4900995555555556,1.0,2.0,4.0,4.0,2.0,6.512133341269598,2.0047844943176036,2.3462596323713547,1.6666666666666667,1.0350741149068925,1.0173859223062272,1.7252822855686232,2.9878700599838117,1.0350741149068925,1.4919107847057256,1.7177275101566718,2.6030508661591085,3.867466176007281,0.8853233560024367,7.627107295742687,0.037855902777777777,0.04520658564814815,0.0,0.0010110842776456521,0.03179755144104106,1.7291122416353728,3.4375079977718848,0.0010110842776456521,0.015044487847222222,0.02566704644097222,0.05694037543402778,0.08371223958333336,0.03127332899305556,6.407715697799832,0.9973333333333333,0.10666666666666667,2,0.8222159692351048
highway_8,3.0,3.2733333333333334,3,2.147955555555555,1.465590514282743,0.6542482544632225,0.2308925142334295,2.147955555555555,2.0,2.0,4.0,5.0,2.0,6.519814676332119,0.010121527777777778,0.01534819767976352,0.003984375,0.0003154996368016803,0.017762309444486105,3.5595528203348334,14.43052046070627,0.0003154996368016803,0.004654947916666667,0.006065538194444445,0.016875,0.026125434027777776,0.010809461805555556,7.402697178047401,3.0,2.6586666666666665,2,1.576824888888889,1.2557168824575422,0.19449226929246674,-0.2267785162674909,1.576824888888889,1.0,2.0,3.0,4.0,1.0,6.492437609255777,2.0190659340659343,2.473363451692184,3.2613207547169814,1.6814844295616802,1.2967206443801533,1.6745735928432421,2.9161353737043694,1.6814844295616802,1.303982200545636,1.6420076601902989,2.8624056922239927,4.454622949067393,1.2203980320336938,7.572909060759052,0.03553331163194444,0.047717067418981476,0.0,0.0012871451215503437,0.03587680478457277,1.1698163041295164,0.6765704426343353,0.0012871451215503437,0.012352647569444444,0.019943847656250003,0.06690565321180555,0.10570073784722223,0.046961805555555555,6.361684963643414,0.9973333333333333,0.10133333333333333,3,0.8210409669368636
highway_9,4.0,4.018666666666666,4,2.002318222222222,1.4150329403311508,0.11948075281837775,-0.44861724181537,2.002318222222222,2.0,3.0,5.0,6.0,2.0,6.555159957823049,0.009728190104166666,0.014867896935251234,0.003879123263888889,0.00033254481626536513,0.018235811368441084,3.7816006609493296,15.851954433904343,0.00033254481626536513,0.0045028211805555555,0.005843098958333333,0.016035970052083334,0.023427734375000002,0.01019287109375,7.582107406883017,3.0,3.1866666666666665,2,2.3918222222222223,1.5465517198665624,0.29432801566753486,-0.5820790480019364,2.3918222222222223,1.0,2.0,4.0,5.0,2.0,6.49310994464035,2.1541190291797383,2.492264098672605,1.1846153846153846,1.1838642703904783,1.08805526991531,1.5767419503051454,3.0272783746257454,1.1838642703904783,1.3672772190834321,1.858741125760649,2.859988038277512,4.104502375295747,1.0012469125168628,7.821547072546453,0.052123480902777776,0.0581827097800926,0.02700737847222222,0.001184124562702632,0.034411111035574427,1.0872844064762406,0.7956536776900354,0.001184124562702632,0.021522135416666668,0.03189968532986111,0.0721408420138889,0.11325314670138889,0.04024115668402779,6.456635562597604,1.0,0.12533333333333332,2,0.828326159930325
highway_10,4.0,3.756,3,2.011130666666667,1.4181433872026716,0.05703728785108145,-0.48717615296865047,2.011130666666667,2.0,3.0,5.0,6.0,2.0,6.543154761229188,0.010109592013888889,0.015155785850663631,0.004231770833333333,0.0003050467677367309,0.017465588101656666,4.0711641039630955,21.176433209283545,0.0003050467677367309,0.00462890625,0.006065538194444445,0.01679470486111111,0.02642447916666667,0.010729166666666665,7.553400958855393,3.0,2.9093333333333335,2,1.9224462222222223,1.3865230694879267,0.5676139273200689,-0.04732687551619996,1.9224462222222223,1.0,2.0,4.0,5.0,2.0,6.503274618959585,2.178312159709619,2.474637711251102,1.3134328358208955,1.3397204927348698,1.157462955232205,1.7078801571681776,3.7933077431225684,1.3397204927348698,1.3339428191489362,1.6968690702087286,2.828917050691244,4.123045372981287,1.1320479804825156,7.745533920731717,0.045947265625,0.054864001736111105,0.0,0.0014176223359368219,0.037651325819110563,1.5402962854566251,2.5776453823972973,0.0014176223359368219,0.018029405381944447,0.02989881727430556,0.06556287977430555,0.10808441840277781,0.035664062499999996,6.41131204535885,0.9946666666666667,0.112,3,0.8217932028966985
highway_11,4.0,4.016,4,1.647744,1.283644810685573,0.3067933709992371,-0.211134072943171,1.647744,3.0,3.0,5.0,6.0,2.0,6.568108206764077,0.009463975694444444,0.013193848953145753,0.003949652777777778,0.00021964827213743674,0.014820535487540143,4.971474559363722,31.04975787732358,0.00021964827213743674,0.0045008680555555566,0.005828993055555555,0.01535400390625,0.0220166015625,0.009525010850694446,7.665437274470075,3.0,3.3986666666666667,3,1.581064888888889,1.2574040277050527,0.29996967903409666,-0.2957317422078374,1.581064888888889,2.0,2.0,4.0,5.0,2.0,6.549582838558777,2.3548040794417604,2.553151340344356,2.0,0.9428130134477596,0.970985588692108,1.3641744384818875,2.9565878669080776,0.9428130134477596,1.401268115942029,1.950179211469534,2.947696139476961,3.880059523809524,0.9975169280074272,7.835123117306982,0.043203667534722226,0.05152249276620371,0.03176540798611111,0.0010159359821091242,0.03187375067526764,1.667331798463251,2.488033575674451,0.0010159359821091242,0.022119683159722223,0.03044894748263889,0.058251139322916666,0.09545084635416667,0.027802191840277775,6.457944914078322,1.0,0.128,3,0.8312935431108898
