video_name,model,gpu time,frame rate,f1,temporal,spatial,bandwidth
highway_22,faster_rcnn_resnet101,0.4,0.4,0.904907975,10,NA,NA
highway_22,faster_rcnn_resnet101,0.2,0.2,0.586949095,5,NA,NA
highway_22,faster_rcnn_resnet101,0.16,0.16,0.47247075,4,NA,NA
highway_22,faster_rcnn_resnet101,0.12,0.12,0.362930452,3,NA,NA
highway_22,faster_rcnn_resnet101,0.1,0.1,0.30627558,2.5,NA,NA
highway_22,faster_rcnn_resnet101,0.08,0.08,0.244250871,2,NA,NA
highway_22,faster_rcnn_resnet101,0.072,0.072,0.224551911,1.8,NA,NA
highway_22,faster_rcnn_resnet101,0.06,0.06,0.191925877,1.5,NA,NA
highway_22,faster_rcnn_resnet101,0.048,0.048,0.152270399,1.2,NA,NA
highway_22,faster_rcnn_resnet101,0.04,0.04,0.129340893,1,NA,NA
highway_23,faster_rcnn_resnet101,0.04,0.04,0.125494854,1,NA,NA
highway_23,faster_rcnn_inception_v2,0.021886792,0.04,0.079969094,1,NA,NA
highway_23,ssd_mobilenet_v2,0.011698113,0.04,0.084591143,1,NA,NA
highway_23,faster_rcnn_resnet101,0.8,0.8,0.98617686,20,NA,NA
highway_23,faster_rcnn_resnet101,0.6,0.6,0.980362538,15,NA,NA
highway_23,faster_rcnn_resnet101,0.4,0.4,0.887374598,10,NA,NA
highway_23,faster_rcnn_resnet101,0.2,0.2,0.554428927,5,NA,NA
highway_23,faster_rcnn_resnet101,0.16,0.16,0.460661345,4,NA,NA
highway_23,faster_rcnn_resnet101,0.12,0.12,0.357250188,3,NA,NA
highway_23,faster_rcnn_resnet101,0.1,0.1,0.306600153,2.5,NA,NA
highway_23,faster_rcnn_resnet101,0.08,0.08,0.243678161,2,NA,NA
highway_23,faster_rcnn_resnet101,0.072,0.072,0.230291627,1.8,NA,NA
highway_23,faster_rcnn_resnet101,0.06,0.06,0.186487996,1.5,NA,NA
highway_23,faster_rcnn_resnet101,0.048,0.048,0.157307549,1.2,NA,NA
highway_23,faster_rcnn_resnet101,0.04,0.04,0.125494854,1,NA,NA
highway_24,faster_rcnn_resnet101,0.04,0.04,0.125763747,1,NA,NA
highway_24,faster_rcnn_inception_v2,0.021886792,0.04,0.108818979,1,NA,NA
highway_24,ssd_mobilenet_v2,0.011698113,0.04,0.091411565,1,NA,NA
highway_24,faster_rcnn_resnet101,0.8,0.8,0.989867498,20,NA,NA
highway_24,faster_rcnn_resnet101,0.6,0.6,0.97704747,15,NA,NA
highway_24,faster_rcnn_resnet101,0.4,0.4,0.902824566,10,NA,NA
highway_24,faster_rcnn_resnet101,0.2,0.2,0.574098105,5,NA,NA
highway_24,faster_rcnn_resnet101,0.16,0.16,0.458508403,4,NA,NA
highway_24,faster_rcnn_resnet101,0.12,0.12,0.361375661,3,NA,NA
highway_24,faster_rcnn_resnet101,0.1,0.1,0.304033092,2.5,NA,NA
highway_24,faster_rcnn_resnet101,0.08,0.08,0.241007194,2,NA,NA
highway_24,faster_rcnn_resnet101,0.072,0.072,0.214651639,1.8,NA,NA
highway_24,faster_rcnn_resnet101,0.06,0.06,0.176939426,1.5,NA,NA
highway_24,faster_rcnn_resnet101,0.048,0.048,0.150234742,1.2,NA,NA
highway_24,faster_rcnn_resnet101,0.04,0.04,0.125763747,1,NA,NA
highway_25,faster_rcnn_resnet101,0.04,0.04,0.192756539,1,NA,NA
highway_25,faster_rcnn_inception_v2,0.021886792,0.04,0.144773176,1,NA,NA
highway_25,ssd_mobilenet_v2,0.011698113,0.04,0.109433222,1,NA,NA
highway_25,faster_rcnn_resnet101,0.8,0.8,0.987649322,20,NA,NA
highway_25,faster_rcnn_resnet101,0.6,0.6,0.976422764,15,NA,NA
highway_25,faster_rcnn_resnet101,0.4,0.4,0.915706489,10,NA,NA
highway_25,faster_rcnn_resnet101,0.2,0.2,0.675025278,5,NA,NA
highway_25,faster_rcnn_resnet101,0.16,0.16,0.598611678,4,NA,NA
highway_25,faster_rcnn_resnet101,0.12,0.12,0.496240602,3,NA,NA
highway_25,faster_rcnn_resnet101,0.1,0.1,0.441532258,2.5,NA,NA
highway_25,faster_rcnn_resnet101,0.08,0.08,0.376051262,2,NA,NA
highway_25,faster_rcnn_resnet101,0.072,0.072,0.346522782,1.8,NA,NA
highway_25,faster_rcnn_resnet101,0.06,0.06,0.283532811,1.5,NA,NA
highway_25,faster_rcnn_resnet101,0.048,0.048,0.235411671,1.2,NA,NA
highway_25,faster_rcnn_resnet101,0.04,0.04,0.192756539,1,NA,NA
highway_26,faster_rcnn_resnet101,0.04,0.04,0.127140511,1,NA,NA
highway_26,faster_rcnn_inception_v2,0.021886792,0.04,0.104219507,1,NA,NA
highway_26,ssd_mobilenet_v2,0.011698113,0.04,0.089625812,1,NA,NA
highway_26,faster_rcnn_resnet101,0.8,0.8,0.987816307,20,NA,NA
highway_26,faster_rcnn_resnet101,0.6,0.6,0.976352142,15,NA,NA
highway_26,faster_rcnn_resnet101,0.4,0.4,0.907598499,10,NA,NA
highway_26,faster_rcnn_resnet101,0.2,0.2,0.599812118,5,NA,NA
highway_26,faster_rcnn_resnet101,0.16,0.16,0.473969376,4,NA,NA
highway_26,faster_rcnn_resnet101,0.12,0.12,0.371448697,3,NA,NA
highway_26,faster_rcnn_resnet101,0.1,0.1,0.312146893,2.5,NA,NA
highway_26,faster_rcnn_resnet101,0.08,0.08,0.240622788,2,NA,NA
highway_26,faster_rcnn_resnet101,0.072,0.072,0.222325581,1.8,NA,NA
highway_26,faster_rcnn_resnet101,0.06,0.06,0.190520663,1.5,NA,NA
highway_26,faster_rcnn_resnet101,0.048,0.048,0.150547445,1.2,NA,NA
highway_26,faster_rcnn_resnet101,0.04,0.04,0.127140511,1,NA,NA
highway_27,faster_rcnn_resnet101,0.04,0.04,0.169477581,1,NA,NA
highway_27,faster_rcnn_inception_v2,0.021886792,0.04,0.151319892,1,NA,NA
highway_27,ssd_mobilenet_v2,0.011698113,0.04,0.109823295,1,NA,NA
highway_27,faster_rcnn_resnet101,0.8,0.8,0.987898346,20,NA,NA
highway_27,faster_rcnn_resnet101,0.6,0.6,0.979074447,15,NA,NA
highway_27,faster_rcnn_resnet101,0.4,0.4,0.923232323,10,NA,NA
highway_27,faster_rcnn_resnet101,0.2,0.2,0.646390916,5,NA,NA
highway_27,faster_rcnn_resnet101,0.16,0.16,0.551808208,4,NA,NA
highway_27,faster_rcnn_resnet101,0.12,0.12,0.452519574,3,NA,NA
highway_27,faster_rcnn_resnet101,0.1,0.1,0.387279725,2.5,NA,NA
highway_27,faster_rcnn_resnet101,0.08,0.08,0.326255615,2,NA,NA
highway_27,faster_rcnn_resnet101,0.072,0.072,0.285479227,1.8,NA,NA
highway_27,faster_rcnn_resnet101,0.06,0.06,0.242880391,1.5,NA,NA
highway_27,faster_rcnn_resnet101,0.048,0.048,0.195713708,1.2,NA,NA
highway_27,faster_rcnn_resnet101,0.04,0.04,0.169477581,1,NA,NA
highway_28,faster_rcnn_resnet101,0.04,0.04,0.170617883,1,NA,NA
highway_28,faster_rcnn_inception_v2,0.021886792,0.04,0.146563151,1,NA,NA
highway_28,ssd_mobilenet_v2,0.011698113,0.04,0.131542219,1,NA,NA
highway_28,faster_rcnn_resnet101,0.8,0.8,0.987690612,20,NA,NA
highway_28,faster_rcnn_resnet101,0.6,0.6,0.976369298,15,NA,NA
highway_28,faster_rcnn_resnet101,0.4,0.4,0.930977361,10,NA,NA
highway_28,faster_rcnn_resnet101,0.2,0.2,0.688203803,5,NA,NA
highway_28,faster_rcnn_resnet101,0.16,0.16,0.576503238,4,NA,NA
highway_28,faster_rcnn_resnet101,0.12,0.12,0.471389144,3,NA,NA
highway_28,faster_rcnn_resnet101,0.1,0.1,0.384214445,2.5,NA,NA
highway_28,faster_rcnn_resnet101,0.08,0.08,0.313608363,2,NA,NA
highway_28,faster_rcnn_resnet101,0.072,0.072,0.27695676,1.8,NA,NA
highway_28,faster_rcnn_resnet101,0.06,0.06,0.249403122,1.5,NA,NA
highway_28,faster_rcnn_resnet101,0.048,0.048,0.189360119,1.2,NA,NA
highway_28,faster_rcnn_resnet101,0.04,0.04,0.170617883,1,NA,NA
highway_29,faster_rcnn_resnet101,0.04,0.04,0.170798017,1,NA,NA
highway_29,faster_rcnn_inception_v2,0.021886792,0.04,0.152277795,1,NA,NA
highway_29,ssd_mobilenet_v2,0.011698113,0.04,0.113597777,1,NA,NA
highway_29,faster_rcnn_resnet101,0.8,0.8,0.98960499,20,NA,NA
highway_29,faster_rcnn_resnet101,0.6,0.6,0.980944756,15,NA,NA
highway_29,faster_rcnn_resnet101,0.4,0.4,0.930262316,10,NA,NA
highway_29,faster_rcnn_resnet101,0.2,0.2,0.689357622,5,NA,NA
highway_29,faster_rcnn_resnet101,0.16,0.16,0.571885495,4,NA,NA
highway_29,faster_rcnn_resnet101,0.12,0.12,0.46021093,3,NA,NA
highway_29,faster_rcnn_resnet101,0.1,0.1,0.392100193,2.5,NA,NA
highway_29,faster_rcnn_resnet101,0.08,0.08,0.325283864,2,NA,NA
highway_29,faster_rcnn_resnet101,0.072,0.072,0.295499022,1.8,NA,NA
highway_29,faster_rcnn_resnet101,0.06,0.06,0.255591054,1.5,NA,NA
highway_29,faster_rcnn_resnet101,0.048,0.048,0.195335277,1.2,NA,NA
highway_29,faster_rcnn_resnet101,0.04,0.04,0.170798017,1,NA,NA
highway_30,faster_rcnn_resnet101,0.04,0.04,0.15497314,1,NA,NA
highway_30,faster_rcnn_inception_v2,0.021886792,0.04,0.141982459,1,NA,NA
highway_30,ssd_mobilenet_v2,0.011698113,0.04,0.109068246,1,NA,NA
highway_30,faster_rcnn_resnet101,0.8,0.8,0.988464074,20,NA,NA
highway_30,faster_rcnn_resnet101,0.6,0.6,0.977280211,15,NA,NA
highway_30,faster_rcnn_resnet101,0.4,0.4,0.92649967,10,NA,NA
highway_30,faster_rcnn_resnet101,0.2,0.2,0.671390903,5,NA,NA
highway_30,faster_rcnn_resnet101,0.16,0.16,0.552462527,4,NA,NA
highway_30,faster_rcnn_resnet101,0.12,0.12,0.430693069,3,NA,NA
highway_30,faster_rcnn_resnet101,0.1,0.1,0.365541327,2.5,NA,NA
highway_30,faster_rcnn_resnet101,0.08,0.08,0.296162082,2,NA,NA
highway_30,faster_rcnn_resnet101,0.072,0.072,0.267925153,1.8,NA,NA
highway_30,faster_rcnn_resnet101,0.06,0.06,0.228543563,1.5,NA,NA
highway_30,faster_rcnn_resnet101,0.048,0.048,0.182091046,1.2,NA,NA
highway_30,faster_rcnn_resnet101,0.04,0.04,0.15497314,1,NA,NA
highway_31,faster_rcnn_resnet101,0.04,0.04,0.151393026,1,NA,NA
highway_31,faster_rcnn_inception_v2,0.021886792,0.04,0.12654321,1,NA,NA
highway_31,ssd_mobilenet_v2,0.011698113,0.04,0.106443462,1,NA,NA
highway_31,faster_rcnn_resnet101,0.8,0.8,0.9875235,20,NA,NA
highway_31,faster_rcnn_resnet101,0.6,0.6,0.981067713,15,NA,NA
highway_31,faster_rcnn_resnet101,0.4,0.4,0.924104848,10,NA,NA
highway_31,faster_rcnn_resnet101,0.2,0.2,0.671577865,5,NA,NA
highway_31,faster_rcnn_resnet101,0.16,0.16,0.568045306,4,NA,NA
highway_31,faster_rcnn_resnet101,0.12,0.12,0.435684647,3,NA,NA
highway_31,faster_rcnn_resnet101,0.1,0.1,0.363105462,2.5,NA,NA
highway_31,faster_rcnn_resnet101,0.08,0.08,0.297057287,2,NA,NA
highway_31,faster_rcnn_resnet101,0.072,0.072,0.270205479,1.8,NA,NA
highway_31,faster_rcnn_resnet101,0.06,0.06,0.227131515,1.5,NA,NA
highway_31,faster_rcnn_resnet101,0.048,0.048,0.183010934,1.2,NA,NA
highway_31,faster_rcnn_resnet101,0.04,0.04,0.151393026,1,NA,NA
highway_32,faster_rcnn_resnet101,0.04,0.04,0.134810711,1,NA,NA
highway_32,faster_rcnn_inception_v2,0.021886792,0.04,0.117938931,1,NA,NA
highway_32,ssd_mobilenet_v2,0.011698113,0.04,0.108117689,1,NA,NA
highway_32,faster_rcnn_resnet101,0.8,0.8,0.989136439,20,NA,NA
highway_32,faster_rcnn_resnet101,0.6,0.6,0.97896679,15,NA,NA
highway_32,faster_rcnn_resnet101,0.4,0.4,0.915547378,10,NA,NA
highway_32,faster_rcnn_resnet101,0.2,0.2,0.625847846,5,NA,NA
highway_32,faster_rcnn_resnet101,0.16,0.16,0.503416436,4,NA,NA
highway_32,faster_rcnn_resnet101,0.12,0.12,0.379840652,3,NA,NA
highway_32,faster_rcnn_resnet101,0.1,0.1,0.322497704,2.5,NA,NA
highway_32,faster_rcnn_resnet101,0.08,0.08,0.256126774,2,NA,NA
highway_32,faster_rcnn_resnet101,0.072,0.072,0.237262923,1.8,NA,NA
highway_32,faster_rcnn_resnet101,0.06,0.06,0.19252927,1.5,NA,NA
highway_32,faster_rcnn_resnet101,0.048,0.048,0.158918318,1.2,NA,NA
highway_32,faster_rcnn_resnet101,0.04,0.04,0.134810711,1,NA,NA
highway_33,faster_rcnn_resnet101,0.04,0.04,0.177652582,1,NA,NA
highway_33,faster_rcnn_inception_v2,0.021886792,0.04,0.148133971,1,NA,NA
highway_33,ssd_mobilenet_v2,0.011698113,0.04,0.122623067,1,NA,NA
highway_33,faster_rcnn_resnet101,0.8,0.8,0.989786444,20,NA,NA
highway_33,faster_rcnn_resnet101,0.6,0.6,0.980747871,15,NA,NA
highway_33,faster_rcnn_resnet101,0.4,0.4,0.93167008,10,NA,NA
highway_33,faster_rcnn_resnet101,0.2,0.2,0.695813953,5,NA,NA
highway_33,faster_rcnn_resnet101,0.16,0.16,0.589242509,4,NA,NA
highway_33,faster_rcnn_resnet101,0.12,0.12,0.460105897,3,NA,NA
highway_33,faster_rcnn_resnet101,0.1,0.1,0.389118199,2.5,NA,NA
highway_33,faster_rcnn_resnet101,0.08,0.08,0.329014085,2,NA,NA
highway_33,faster_rcnn_resnet101,0.072,0.072,0.29298893,1.8,NA,NA
highway_33,faster_rcnn_resnet101,0.06,0.06,0.250782545,1.5,NA,NA
highway_33,faster_rcnn_resnet101,0.048,0.048,0.211086637,1.2,NA,NA
highway_33,faster_rcnn_resnet101,0.04,0.04,0.177652582,1,NA,NA
highway_34,faster_rcnn_resnet101,0.04,0.04,0.184267241,1,NA,NA
highway_34,faster_rcnn_inception_v2,0.021886792,0.04,0.169391879,1,NA,NA
highway_34,ssd_mobilenet_v2,0.011698113,0.04,0.117360265,1,NA,NA
highway_34,faster_rcnn_resnet101,0.8,0.8,0.98994614,20,NA,NA
highway_34,faster_rcnn_resnet101,0.6,0.6,0.976735863,15,NA,NA
highway_34,faster_rcnn_resnet101,0.4,0.4,0.930023386,10,NA,NA
highway_34,faster_rcnn_resnet101,0.2,0.2,0.694208912,5,NA,NA
highway_34,faster_rcnn_resnet101,0.16,0.16,0.58512931,4,NA,NA
highway_34,faster_rcnn_resnet101,0.12,0.12,0.474383974,3,NA,NA
highway_34,faster_rcnn_resnet101,0.1,0.1,0.413930709,2.5,NA,NA
highway_34,faster_rcnn_resnet101,0.08,0.08,0.346953405,2,NA,NA
highway_34,faster_rcnn_resnet101,0.072,0.072,0.314382463,1.8,NA,NA
highway_34,faster_rcnn_resnet101,0.06,0.06,0.265486726,1.5,NA,NA
highway_34,faster_rcnn_resnet101,0.048,0.048,0.217344754,1.2,NA,NA
highway_34,faster_rcnn_resnet101,0.04,0.04,0.184267241,1,NA,NA
highway_35,faster_rcnn_resnet101,0.04,0.04,0.15563015,1,NA,NA
highway_35,faster_rcnn_inception_v2,0.021886792,0.04,0.131718395,1,NA,NA
highway_35,ssd_mobilenet_v2,0.011698113,0.04,0.117882118,1,NA,NA
highway_35,faster_rcnn_resnet101,0.8,0.8,0.992928698,20,NA,NA
highway_35,faster_rcnn_resnet101,0.6,0.6,0.981903781,15,NA,NA
highway_35,faster_rcnn_resnet101,0.4,0.4,0.933667453,10,NA,NA
highway_35,faster_rcnn_resnet101,0.2,0.2,0.707231041,5,NA,NA
highway_35,faster_rcnn_resnet101,0.16,0.16,0.581008902,4,NA,NA
highway_35,faster_rcnn_resnet101,0.12,0.12,0.449787421,3,NA,NA
highway_35,faster_rcnn_resnet101,0.1,0.1,0.379746835,2.5,NA,NA
highway_35,faster_rcnn_resnet101,0.08,0.08,0.306862451,2,NA,NA
highway_35,faster_rcnn_resnet101,0.072,0.072,0.277060134,1.8,NA,NA
highway_35,faster_rcnn_resnet101,0.06,0.06,0.233177297,1.5,NA,NA
highway_35,faster_rcnn_resnet101,0.048,0.048,0.179955457,1.2,NA,NA
highway_35,faster_rcnn_resnet101,0.04,0.04,0.15563015,1,NA,NA
highway_36,faster_rcnn_resnet101,0.04,0.04,0.167064439,1,NA,NA
highway_36,faster_rcnn_inception_v2,0.021886792,0.04,0.129245283,1,NA,NA
highway_36,ssd_mobilenet_v2,0.011698113,0.04,0.131088932,1,NA,NA
highway_36,faster_rcnn_resnet101,0.8,0.8,0.989816701,20,NA,NA
highway_36,faster_rcnn_resnet101,0.6,0.6,0.980012492,15,NA,NA
highway_36,faster_rcnn_resnet101,0.4,0.4,0.917097634,10,NA,NA
highway_36,faster_rcnn_resnet101,0.2,0.2,0.692682927,5,NA,NA
highway_36,faster_rcnn_resnet101,0.16,0.16,0.57717067,4,NA,NA
highway_36,faster_rcnn_resnet101,0.12,0.12,0.444167963,3,NA,NA
highway_36,faster_rcnn_resnet101,0.1,0.1,0.377777778,2.5,NA,NA
highway_36,faster_rcnn_resnet101,0.08,0.08,0.311659548,2,NA,NA
highway_36,faster_rcnn_resnet101,0.072,0.072,0.283966112,1.8,NA,NA
highway_36,faster_rcnn_resnet101,0.06,0.06,0.237357132,1.5,NA,NA
highway_36,faster_rcnn_resnet101,0.048,0.048,0.196442626,1.2,NA,NA
highway_36,faster_rcnn_resnet101,0.04,0.04,0.167064439,1,NA,NA
highway_37,faster_rcnn_resnet101,0.04,0.04,0.149457882,1,NA,NA
highway_37,faster_rcnn_inception_v2,0.021886792,0.04,0.128192453,1,NA,NA
highway_37,ssd_mobilenet_v2,0.011698113,0.04,0.119777601,1,NA,NA
highway_37,faster_rcnn_resnet101,0.8,0.8,0.987337662,20,NA,NA
highway_37,faster_rcnn_resnet101,0.6,0.6,0.97859228,15,NA,NA
highway_37,faster_rcnn_resnet101,0.4,0.4,0.928119422,10,NA,NA
highway_37,faster_rcnn_resnet101,0.2,0.2,0.694376528,5,NA,NA
highway_37,faster_rcnn_resnet101,0.16,0.16,0.577944291,4,NA,NA
highway_37,faster_rcnn_resnet101,0.12,0.12,0.441037351,3,NA,NA
highway_37,faster_rcnn_resnet101,0.1,0.1,0.36746888,2.5,NA,NA
highway_37,faster_rcnn_resnet101,0.08,0.08,0.294936916,2,NA,NA
highway_37,faster_rcnn_resnet101,0.072,0.072,0.268562924,1.8,NA,NA
highway_37,faster_rcnn_resnet101,0.06,0.06,0.234324499,1.5,NA,NA
highway_37,faster_rcnn_resnet101,0.048,0.048,0.177086743,1.2,NA,NA
highway_37,faster_rcnn_resnet101,0.04,0.04,0.149457882,1,NA,NA
highway_38,faster_rcnn_resnet101,0.04,0.04,0.164577079,1,NA,NA
highway_38,faster_rcnn_inception_v2,0.021886792,0.04,0.129966449,1,NA,NA
highway_38,ssd_mobilenet_v2,0.011698113,0.04,0.117314722,1,NA,NA
highway_38,faster_rcnn_resnet101,0.8,0.8,0.990102389,20,NA,NA
highway_38,faster_rcnn_resnet101,0.6,0.6,0.981917434,15,NA,NA
highway_38,faster_rcnn_resnet101,0.4,0.4,0.935995904,10,NA,NA
highway_38,faster_rcnn_resnet101,0.2,0.2,0.719835701,5,NA,NA
highway_38,faster_rcnn_resnet101,0.16,0.16,0.599827437,4,NA,NA
highway_38,faster_rcnn_resnet101,0.12,0.12,0.459505834,3,NA,NA
highway_38,faster_rcnn_resnet101,0.1,0.1,0.397043658,2.5,NA,NA
highway_38,faster_rcnn_resnet101,0.08,0.08,0.310837004,2,NA,NA
highway_38,faster_rcnn_resnet101,0.072,0.072,0.278520041,1.8,NA,NA
highway_38,faster_rcnn_resnet101,0.06,0.06,0.236438076,1.5,NA,NA
highway_38,faster_rcnn_resnet101,0.048,0.048,0.183772538,1.2,NA,NA
highway_38,faster_rcnn_resnet101,0.04,0.04,0.164577079,1,NA,NA
highway_39,faster_rcnn_resnet101,0.04,0.04,0.159975943,1,NA,NA
highway_39,faster_rcnn_inception_v2,0.021886792,0.04,0.138846966,1,NA,NA
highway_39,ssd_mobilenet_v2,0.011698113,0.04,0.111280277,1,NA,NA
highway_39,faster_rcnn_resnet101,0.8,0.8,0.990676336,20,NA,NA
highway_39,faster_rcnn_resnet101,0.6,0.6,0.981305638,15,NA,NA
highway_39,faster_rcnn_resnet101,0.4,0.4,0.919822485,10,NA,NA
highway_39,faster_rcnn_resnet101,0.2,0.2,0.679278747,5,NA,NA
highway_39,faster_rcnn_resnet101,0.16,0.16,0.57339931,4,NA,NA
highway_39,faster_rcnn_resnet101,0.12,0.12,0.442264824,3,NA,NA
highway_39,faster_rcnn_resnet101,0.1,0.1,0.374962831,2.5,NA,NA
highway_39,faster_rcnn_resnet101,0.08,0.08,0.306516854,2,NA,NA
highway_39,faster_rcnn_resnet101,0.072,0.072,0.283630952,1.8,NA,NA
highway_39,faster_rcnn_resnet101,0.06,0.06,0.234055177,1.5,NA,NA
highway_39,faster_rcnn_resnet101,0.048,0.048,0.196170839,1.2,NA,NA
highway_39,faster_rcnn_resnet101,0.04,0.04,0.159975943,1,NA,NA
highway_40,faster_rcnn_resnet101,0.04,0.04,0.163105413,1,NA,NA
highway_40,faster_rcnn_inception_v2,0.021886792,0.04,0.13524293,1,NA,NA
highway_40,ssd_mobilenet_v2,0.011698113,0.04,0.102192301,1,NA,NA
highway_40,faster_rcnn_resnet101,0.8,0.8,0.984283948,20,NA,NA
highway_40,faster_rcnn_resnet101,0.6,0.6,0.973762986,15,NA,NA
highway_40,faster_rcnn_resnet101,0.4,0.4,0.912758804,10,NA,NA
highway_40,faster_rcnn_resnet101,0.2,0.2,0.642869828,5,NA,NA
highway_40,faster_rcnn_resnet101,0.16,0.16,0.533545198,4,NA,NA
highway_40,faster_rcnn_resnet101,0.12,0.12,0.428120617,3,NA,NA
highway_40,faster_rcnn_resnet101,0.1,0.1,0.367434387,2.5,NA,NA
highway_40,faster_rcnn_resnet101,0.08,0.08,0.30212766,2,NA,NA
highway_40,faster_rcnn_resnet101,0.072,0.072,0.27740571,1.8,NA,NA
highway_40,faster_rcnn_resnet101,0.06,0.06,0.24226625,1.5,NA,NA
highway_40,faster_rcnn_resnet101,0.048,0.048,0.191416771,1.2,NA,NA
highway_40,faster_rcnn_resnet101,0.04,0.04,0.163105413,1,NA,NA
highway_41,faster_rcnn_resnet101,0.04,0.04,0.147526882,1,NA,NA
highway_41,faster_rcnn_inception_v2,0.021886792,0.04,0.131027027,1,NA,NA
highway_41,ssd_mobilenet_v2,0.011698113,0.04,0.116762319,1,NA,NA
highway_41,faster_rcnn_resnet101,0.8,0.8,0.990817852,20,NA,NA
highway_41,faster_rcnn_resnet101,0.6,0.6,0.982306544,15,NA,NA
highway_41,faster_rcnn_resnet101,0.4,0.4,0.935897436,10,NA,NA
highway_41,faster_rcnn_resnet101,0.2,0.2,0.664239829,5,NA,NA
highway_41,faster_rcnn_resnet101,0.16,0.16,0.535972754,4,NA,NA
highway_41,faster_rcnn_resnet101,0.12,0.12,0.420582607,3,NA,NA
highway_41,faster_rcnn_resnet101,0.1,0.1,0.352564103,2.5,NA,NA
highway_41,faster_rcnn_resnet101,0.08,0.08,0.282673478,2,NA,NA
highway_41,faster_rcnn_resnet101,0.072,0.072,0.264699501,1.8,NA,NA
highway_41,faster_rcnn_resnet101,0.06,0.06,0.22278588,1.5,NA,NA
highway_41,faster_rcnn_resnet101,0.048,0.048,0.187634178,1.2,NA,NA
highway_41,faster_rcnn_resnet101,0.04,0.04,0.147526882,1,NA,NA
highway_42,faster_rcnn_resnet101,0.04,0.04,0.172378412,1,NA,NA
highway_42,faster_rcnn_inception_v2,0.021886792,0.04,0.156301824,1,NA,NA
highway_42,ssd_mobilenet_v2,0.011698113,0.04,0.140637141,1,NA,NA
highway_42,faster_rcnn_resnet101,0.8,0.8,0.988510301,20,NA,NA
highway_42,faster_rcnn_resnet101,0.6,0.6,0.976734937,15,NA,NA
highway_42,faster_rcnn_resnet101,0.4,0.4,0.928726555,10,NA,NA
highway_42,faster_rcnn_resnet101,0.2,0.2,0.662427975,5,NA,NA
highway_42,faster_rcnn_resnet101,0.16,0.16,0.563036963,4,NA,NA
highway_42,faster_rcnn_resnet101,0.12,0.12,0.461108895,3,NA,NA
highway_42,faster_rcnn_resnet101,0.1,0.1,0.404116367,2.5,NA,NA
highway_42,faster_rcnn_resnet101,0.08,0.08,0.335675567,2,NA,NA
highway_42,faster_rcnn_resnet101,0.072,0.072,0.31225605,1.8,NA,NA
highway_42,faster_rcnn_resnet101,0.06,0.06,0.26085225,1.5,NA,NA
highway_42,faster_rcnn_resnet101,0.048,0.048,0.211610858,1.2,NA,NA
highway_42,faster_rcnn_resnet101,0.04,0.04,0.172378412,1,NA,NA
highway_43,faster_rcnn_resnet101,0.04,0.04,0.167292861,1,NA,NA
highway_43,faster_rcnn_inception_v2,0.021886792,0.04,0.125823847,1,NA,NA
highway_43,ssd_mobilenet_v2,0.011698113,0.04,0.119689025,1,NA,NA
highway_43,faster_rcnn_resnet101,0.8,0.8,0.990405326,20,NA,NA
highway_43,faster_rcnn_resnet101,0.6,0.6,0.980969198,15,NA,NA
highway_43,faster_rcnn_resnet101,0.4,0.4,0.937084799,10,NA,NA
highway_43,faster_rcnn_resnet101,0.2,0.2,0.684663537,5,NA,NA
highway_43,faster_rcnn_resnet101,0.16,0.16,0.571541035,4,NA,NA
highway_43,faster_rcnn_resnet101,0.12,0.12,0.445348837,3,NA,NA
highway_43,faster_rcnn_resnet101,0.1,0.1,0.387311533,2.5,NA,NA
highway_43,faster_rcnn_resnet101,0.08,0.08,0.324739225,2,NA,NA
highway_43,faster_rcnn_resnet101,0.072,0.072,0.291424137,1.8,NA,NA
highway_43,faster_rcnn_resnet101,0.06,0.06,0.242203941,1.5,NA,NA
highway_43,faster_rcnn_resnet101,0.048,0.048,0.191443641,1.2,NA,NA
highway_43,faster_rcnn_resnet101,0.04,0.04,0.167292861,1,NA,NA
highway_44,faster_rcnn_resnet101,0.04,0.04,0.179016005,1,NA,NA
highway_44,faster_rcnn_inception_v2,0.021886792,0.04,0.146401985,1,NA,NA
highway_44,ssd_mobilenet_v2,0.011698113,0.04,0.136520154,1,NA,NA
highway_44,faster_rcnn_resnet101,0.8,0.8,0.990947495,20,NA,NA
highway_44,faster_rcnn_resnet101,0.6,0.6,0.977231513,15,NA,NA
highway_44,faster_rcnn_resnet101,0.4,0.4,0.935023134,10,NA,NA
highway_44,faster_rcnn_resnet101,0.2,0.2,0.723301943,5,NA,NA
highway_44,faster_rcnn_resnet101,0.16,0.16,0.598761734,4,NA,NA
highway_44,faster_rcnn_resnet101,0.12,0.12,0.475419786,3,NA,NA
highway_44,faster_rcnn_resnet101,0.1,0.1,0.414418043,2.5,NA,NA
highway_44,faster_rcnn_resnet101,0.08,0.08,0.337921404,2,NA,NA
highway_44,faster_rcnn_resnet101,0.072,0.072,0.307288512,1.8,NA,NA
highway_44,faster_rcnn_resnet101,0.06,0.06,0.259153784,1.5,NA,NA
highway_44,faster_rcnn_resnet101,0.048,0.048,0.209187859,1.2,NA,NA
highway_44,faster_rcnn_resnet101,0.04,0.04,0.179016005,1,NA,NA
highway_45,faster_rcnn_resnet101,0.04,0.04,0.16128423,1,NA,NA
